NEWID;AGE_REF;AGE2;BATHRMQ;BEDROOMQ;BLS_URBN;FAM_SIZE;INC_RANK;RENTEQVX;VEHQ
3651484;69;77;1;3;1;2;0.1456807;1316;1
3651524;24;30;1;1;1;2;0.4663183;;2
3651544;79;;2;4;1;1;0.7790565;1979;0
3651554;71;56;2;4;1;2;0.1242872;1822;2
3651574;45;;;;1;1;0.0183117;1551;1
3651584;46;;1;3;1;4;0.7803073;300;3
3651604;48;;2;3;1;1;0.6933324;;1
3651654;73;75;2;4;1;2;0.9552084;3000;2
3651664;65;70;2;2;2;2;0.5035105;1700;9
3651684;52;50;4;5;1;3;0.9994527;1500;9
3651724;68;69;2;4;1;6;0.5523026;3500;4
3651744;65;;1;3;1;1;0.2958264;800;2
3651754;78;;1;2;1;1;0.2256884;800;1
3651774;31;30;2;5;1;6;0.6166429;1100;2
3651784;57;;1;3;1;1;0.0709416;700;2
3651794;20;;1;2;1;2;0.4334327;;1
3651834;25;;1;3;1;2;0.5267718;;2
3651844;28;;1;1;1;2;0.2878362;;2
3651884;65;67;2;3;1;4;0.7787538;2500;4
3651894;52;48;2;3;1;4;0.0112284;;0
3651944;46;41;3;4;1;4;0.7079915;2500;3
3651954;48;;1;2;1;1;0.3896434;;1
3651964;52;;1;1;1;1;0.2701484;;0
3651974;53;53;4;4;1;2;0.9475558;2200;8
3651984;61;60;2;3;1;2;0.877182;1200;2
3651994;32;26;2;3;1;2;0.6017925;;0
3652004;29;;2;3;1;1;0.0886973;600;6
3652064;61;57;2;3;1;2;0.7154465;400;4
3652084;53;;2;2;1;1;0.6948155;2000;3
3652104;40;33;1;3;1;6;0.2986392;;1
3652144;48;47;1;3;2;4;0.7130514;1500;10
3652164;73;72;3;4;1;2;0.9176409;4000;3
3652194;47;;2;3;2;2;0.645479;1500;2
3652204;64;;2;3;1;1;0.1066371;1700;4
3652224;31;34;2;3;1;3;0.9350651;2000;2
3652254;37;37;1;4;1;4;0.0178731;;1
3652304;34;33;2;3;1;6;0.1805436;;1
3652324;25;;1;1;1;1;0.5701537;;0
3652334;54;;;;1;4;0.0867959;;0
3652344;73;;2;4;1;2;0.4697094;2000;1
3652354;51;52;2;3;1;2;0.0346778;1268;3
3652374;64;;1;2;1;2;0.3599549;972;1
3652384;42;52;3;3;1;5;0.691222;;2
3652434;55;;1;3;1;1;0.6211979;700;0
3652474;56;;1;2;1;2;0.5162021;1500;3
3652514;33;40;1;2;1;4;0.5339883;800;2
3652544;60;62;1;3;2;2;0.412148;1224;3
3652574;88;;1;3;1;1;0.05657;2150;0
3652584;63;58;2;2;1;2;0.8010112;2000;3
3652594;54;54;1;3;1;2;0.6754501;2500;2
3652644;45;44;1;3;1;3;0.6008114;;2
3652654;42;41;2;3;1;4;0.9608262;6442;2
3652674;24;;1;3;1;1;0.0706108;;1
3652684;76;;2;3;1;1;0.3209619;800;1
3652694;53;57;1;3;1;3;0.7158415;1000;3
3652714;33;31;2;4;2;6;0.8181591;900;2
3652734;36;36;2;3;1;3;0.6191231;1400;2
3652764;29;;2;3;1;2;0.8703828;1800;2
3652774;33;31;2;4;1;8;0.6503647;;2
3652794;51;;2;2;1;1;0.4879379;;1
3652834;66;71;2;3;1;2;0.1451414;2241;2
3652864;71;59;2;3;1;2;0.5008721;;1
3652894;53;;1;1;1;1;0.9758329;;1
3652934;48;;2;2;1;2;0.3897587;;2
3652954;48;;1;2;1;1;0.4730253;;1
3652974;54;;2;2;1;1;0.7223648;1300;1
3652984;60;59;3;3;1;2;0.0252152;900;3
3653004;60;;1;2;1;1;0.1981746;;1
3653104;44;50;1;4;1;4;0.7855168;700;2
3653124;27;;1;2;1;2;0.7798212;;2
3653134;49;;1;4;2;1;0.322883;350;0
3653204;26;;1;1;1;2;0.5605789;350;0
3653234;62;64;3;3;1;3;0.9103924;6442;2
3653284;38;;2;2;1;2;0.0304552;;1
3653294;74;72;2;2;1;2;0.5207685;2577;2
3653324;56;55;4;6;1;2;0.9227822;3000;2
3653364;27;;2;5;1;1;0.7138665;1200;1
3653404;75;80;1;1;1;2;0.2610787;;0
3653434;59;58;1;3;1;3;0.4437843;2500;1
3653514;37;34;2;2;1;4;0.1290927;;2
3653534;83;82;2;2;1;2;0.3219672;;1
3653564;63;;1;2;1;2;0.0463528;2500;1
3653574;33;;2;3;1;4;0.5729204;1200;5
3653584;71;;1;1;1;1;0.1265659;;1
3653624;65;65;3;4;1;2;0.9163252;2600;2
3653634;33;32;1;1;1;3;0.9091664;3500;2
3653664;71;70;2;3;1;2;0.0263509;1841;3
3653724;68;;1;3;1;1;0.3205504;1500;3
3653754;77;78;2;3;1;2;0.6104828;2000;2
3653774;27;30;2;3;1;3;0.543642;2300;2
3653784;63;;1;3;1;5;0.1923209;700;3
3653804;30;;1;4;1;5;0.2545876;795;0
3653814;61;55;1;4;1;2;0.8726286;1000;2
3653824;44;43;3;3;1;2;0.8303354;1500;3
3653844;59;64;4;5;1;2;0.920606;3000;6
3653884;62;;1;3;1;1;0.217004;538;0
3653914;41;37;2;3;1;6;0.1413631;;3
3653934;32;37;2;3;1;3;0.6975754;700;2
3653944;36;36;2;3;1;3;0.7911119;3000;2
3653964;40;39;2;3;1;4;0.5382457;;2
3653994;41;42;3;4;1;3;0.9200287;2800;3
3654034;42;38;2;2;2;3;0.6409393;579;2
3654054;58;59;3;4;1;3;0.9580237;3000;2
3654064;88;78;1;2;1;3;0.4135916;800;1
3654104;76;;1;1;1;1;0.2401425;;0
3654124;68;66;1;3;1;2;0.7812388;1200;6
3654144;42;;2;4;1;4;0.3578226;;1
3654184;63;65;3;5;1;3;0.5808541;2000;5
3654204;69;68;1;2;1;3;0.330296;;0
3654214;33;;1;3;1;1;0.6519891;1400;1
3654224;43;;2;3;1;1;0.0276773;2732;1
3654264;32;;2;2;1;1;0.6468976;;2
3654274;55;;1;1;1;1;0.0481324;;0
3654294;77;76;3;3;1;2;0.1657925;2000;2
3654304;30;;1;3;1;1;0.5264462;1400;5
3654314;63;;1;2;1;2;0.5835701;1400;3
3654324;55;62;1;3;1;3;0.351741;400;2
3654334;52;53;2;4;1;3;0.6622871;1200;2
3654354;50;;2;3;1;5;0.9020269;;1
3654364;54;;1;1;1;1;0.4440432;;1
3654384;42;;2;2;1;3;0.3286913;;1
3654404;23;;1;1;1;1;0.0803139;;0
3654444;88;;1;3;1;1;0.2371525;1200;1
3654474;74;72;5;6;1;2;0.9977745;2500;5
3654494;61;54;3;5;1;2;0.9067131;4000;2
3654504;29;29;1;3;1;3;0.9342079;800;3
3654514;58;;2;2;2;1;0.3034714;650;3
3654524;42;32;1;3;1;6;0.065346;;2
3654534;33;;2;2;1;3;0.5184188;;2
3654544;60;62;2;4;1;2;0.8639607;3500;4
3654564;63;65;2;3;1;3;0.4311157;1500;2
3654644;41;44;2;4;1;3;0.9203385;2500;2
3654674;74;;1;1;1;1;0.2011941;;0
3654684;62;;1;2;1;1;0.6289767;1800;2
3654694;17;;1;1;1;4;0.0775164;;0
3654754;45;;1;4;1;7;0.0917962;982;2
3654764;64;65;2;4;1;2;0.0606246;3000;1
3654774;33;38;2;4;1;4;0.8894721;2000;2
3654784;88;88;1;2;1;2;0.2725012;;0
3654804;21;;1;2;1;3;0.6959601;;4
3654864;48;48;3;4;1;4;0.9224206;1200;3
3654874;59;;1;1;1;1;0.055706;;1
3654884;50;;1;2;2;4;0.5196698;;4
3654904;60;46;2;3;1;2;0.7768004;650;3
3654914;63;62;1;3;1;2;0.5642682;650;3
3654924;26;;1;1;1;1;0.5169777;;1
3654934;35;37;1;2;1;5;0.0916224;;2
3654954;31;;1;2;1;3;0.4908592;;1
3654964;77;80;2;3;1;2;0.5784949;2000;2
3655074;51;45;1;1;1;2;0.8026834;;1
3655084;75;;2;1;1;1;0.0933339;;1
3655094;58;54;1;2;1;2;0.8917638;3000;2
3655104;58;;1;2;1;1;0.125142;;2
3655114;39;39;3;4;1;5;0.6673163;1800;2
3655134;79;77;3;3;1;2;0.4056197;1200;3
3655144;62;;1;2;1;1;0.0412682;;1
3655174;35;36;1;2;1;5;0.0879143;700;4
3655244;59;;;;1;3;0.0355716;1374;1
3655264;30;28;2;3;1;4;0.6398024;;2
3655284;47;;1;3;1;1;0.6908843;850;1
3655304;24;;1;1;1;1;0.4382375;;0
3655324;33;;1;3;1;1;0.4371311;;1
3655334;59;;2;4;1;2;0.2899283;475;1
3655374;42;;2;3;1;2;0.6378018;1200;4
3655384;31;34;1;2;1;4;0.2377632;;1
3655414;58;;2;2;1;2;0.0914783;1200;1
3655424;55;;1;2;1;4;0.4608915;;3
3655454;52;54;2;3;1;2;0.9359304;1500;5
3655464;60;;2;2;1;1;0.2005289;700;1
3655474;37;;1;3;1;6;0.3722573;;0
3655494;65;61;1;3;1;2;0.9379009;3000;3
3655524;48;45;1;3;1;4;0.1817665;1100;2
3655564;88;82;2;4;2;2;0.4843643;1300;2
3655594;54;44;1;1;1;3;0.9329297;;0
3655604;49;;2;4;1;5;0.8199017;1600;3
3655624;67;59;1;3;1;2;0.6418278;1600;2
3655634;60;58;3;3;1;2;0.8882874;1200;3
3655654;47;47;2;3;1;4;0.0139511;;3
3655674;39;41;2;2;1;3;0.8547717;2500;2
3655754;27;;1;4;1;6;0.1591457;;1
3655764;33;;1;3;1;2;0.2121809;;1
3655774;61;;1;1;1;3;0.4741636;1500;2
3655794;77;;1;2;2;1;0.2936455;500;2
3655804;55;;1;1;1;1;0.1402056;;1
3655844;50;;2;4;1;6;0.6152246;900;1
3655854;81;;2;2;1;1;0.1949712;1000;2
3655904;79;;2;4;1;1;0.2570343;2000;1
3655944;57;;4;4;1;3;0.0027936;1625;3
3655974;61;;1;3;2;1;0.5517766;;1
3655984;38;;2;3;1;2;0.9710547;;1
3656004;76;;1;2;1;1;0.2948056;1800;1
3656034;64;;2;3;1;3;0.2380253;525;2
3656044;69;;1;3;1;1;0.4909793;1100;1
3656054;61;;1;2;1;3;0.8134765;1560;0
3656064;60;61;1;3;1;2;0.0903399;950;0
3656074;66;63;1;2;1;2;0.0615559;1241;3
3656084;63;65;1;2;1;2;0.4579627;;2
3656094;56;;2;2;1;1;0.1055901;700;0
3656124;66;;2;3;1;1;0.3402152;2000;1
3656144;21;;1;1;1;1;0.3790575;;2
3656154;23;;1;3;1;3;0.0033587;;1
3656174;38;;1;1;1;1;0.5856332;;1
3656184;65;64;3;4;1;2;0.8443555;1800;3
3656194;40;;2;3;1;4;0.5272684;2000;0
3656204;21;;1;3;1;1;0.352837;;1
3656214;48;34;2;3;1;4;0.9939871;;2
3656224;63;;2;6;1;4;0.3307886;3000;2
3656274;49;52;3;3;1;2;0.9717421;2500;4
3656284;30;25;1;2;1;3;0.411943;;1
3656304;88;88;1;3;1;2;0.4510063;1000;3
3656314;88;;1;3;1;1;0.3250236;931;0
3656354;65;64;2;3;1;2;0.1637566;1500;3
3656374;50;52;2;4;1;3;0.9482083;2400;9
3656384;56;61;2;2;1;2;0.733772;1000;5
3656414;52;51;2;4;1;2;0.8966689;2700;3
3656434;45;;1;1;1;1;0.7895734;;1
3656444;39;44;2;4;1;5;0.6168224;1500;3
3656454;58;;2;3;1;3;0.6368812;1000;4
3656474;36;;2;3;2;3;0.4030088;800;1
3656494;33;;1;4;1;3;0.3006505;1350;3
3656504;27;27;2;4;1;4;0.6284436;1500;2
3656524;61;;2;3;1;4;0.7994759;2800;3
3656534;28;;2;4;1;1;0.6244735;;1
3656584;27;;1;1;1;1;0.7576539;;1
3656594;38;;1;2;1;3;0.843728;;1
3656684;61;58;1;3;2;2;0.2854415;500;1
3656694;56;;2;3;1;1;0.1030137;1025;0
3656724;43;43;2;3;1;3;0.3926714;800;2
3656734;83;;2;2;1;1;0.2223373;953;2
3656744;25;;1;2;1;2;0.3369775;;1
3656754;77;;2;2;1;1;0.3138223;650;3
3656804;28;;1;2;1;2;0.5255214;;2
3656814;29;28;1;3;1;2;0.8819202;1200;3
3656824;44;;3;4;1;2;0.901137;1500;2
3656834;46;;1;2;1;3;0.1850945;;0
3656854;50;54;2;3;1;3;0.9984103;1900;3
3656864;32;;2;3;1;2;0.7053344;1000;2
3656884;29;30;1;3;1;6;0.4267754;;2
3656914;63;62;2;4;1;2;0.7124766;1500;2
3656924;31;;2;2;1;1;0.2066088;;5
3656934;88;;2;2;1;1;0.4700179;1500;1
3656964;55;52;2;4;1;2;0.7227674;1200;2
3656974;72;;1;1;1;1;0.2375837;;0
3656984;79;;1;3;1;1;0.0373535;1800;1
3656994;29;;2;4;2;2;0.0626036;1777;3
3657004;50;;1;1;1;1;0.6657229;;2
3657014;34;;1;2;1;2;0.2210422;;1
3657054;51;;1;3;1;1;0.1268449;;0
3657064;41;41;2;3;1;4;0.9607004;2400;1
3657074;36;;2;3;1;2;0.7990245;1440;1
3657094;61;;1;4;1;2;0.4827332;600;0
3657114;64;;1;1;1;1;0.1327264;;0
3657154;46;48;2;3;2;4;0.7161239;1800;3
3657164;74;73;1;3;1;2;0.2027324;2000;3
3657184;64;64;2;1;1;2;0.1185169;1800;1
3657204;59;;2;3;1;5;0.6687795;2000;2
3657234;34;;0;1;1;1;0.1025725;;0
3657254;49;49;2;3;1;2;0.7621593;1350;2
3657264;24;;1;1;1;1;0.1962475;;0
3657274;52;;1;2;1;1;0.6728989;;1
3657284;39;42;2;3;1;7;0.5141533;2500;2
3657324;42;46;1;4;1;4;0.0471014;;1
3657334;32;34;2;3;1;4;0.0215707;1493;2
3657344;35;;1;2;1;2;0.2351029;;0
3657354;33;33;1;2;1;2;0.7937944;;0
3657374;35;;2;4;1;5;0.2756801;1400;1
3657384;34;34;1;2;2;3;0.8154855;1000;2
3657394;49;;1;1;1;3;0.012625;3000;0
3657414;65;64;2;2;1;2;0.1436856;1200;8
3657424;23;24;2;3;1;2;0.6424885;;1
3657444;42;52;2;5;1;6;0.8643516;2500;4
3657474;33;29;1;3;1;2;0.9030679;;1
3657484;28;;2;3;1;3;0.6612699;1500;2
3657494;52;50;2;3;2;3;0.8912516;;5
3657504;74;;1;1;1;1;0.2299287;;0
3657544;36;32;3;5;1;5;0.9732757;3000;2
3657554;50;;2;2;1;2;0.5606958;1597;1
3657594;24;20;2;3;1;4;0.3231792;;2
3657604;88;88;3;5;1;2;0.3444503;2000;2
3657614;30;;1;1;1;1;0.3558969;;1
3657624;88;;2;3;1;1;0.2944727;500;0
3657634;43;45;2;3;2;3;0.0823986;682;3
3657654;29;;2;2;1;3;0.1728632;;1
3657674;60;54;2;3;1;2;0.83566;1300;4
3657734;58;62;1;3;1;4;0.9355745;2300;2
3657744;70;;2;3;1;1;0.256438;900;1
3657764;50;49;2;4;1;4;0.9702073;1200;3
3657814;76;62;1;3;1;2;0.0352646;;1
3657824;24;;1;2;1;3;0.5804728;;2
3657864;72;74;2;3;1;2;0.0664873;1184;1
3657884;34;;1;2;1;1;0.2547547;;1
3657904;66;;1;3;1;2;0.5932818;650;1
3657914;31;28;2;3;2;3;0.6225913;850;3
3657924;51;51;2;4;1;2;0.9523364;2500;5
3657984;66;;1;2;1;1;0.5041708;;4
3658104;51;;3;4;1;1;0.8663641;3000;1
3658114;61;;1;1;1;1;0.1105969;;1
3658134;26;;4;4;1;3;0.5988681;800;2
3658144;66;53;2;3;1;2;0.9126616;1500;1
3658154;79;;3;2;1;1;0.2753864;1000;1
3658184;76;;2;3;1;1;0.5047827;1606;1
3658214;46;46;2;5;1;4;0.8923033;3000;3
3658234;50;;1;2;1;2;0.3604254;500;0
3658264;39;38;3;3;1;4;0.7349796;2100;2
3658284;75;77;2;3;1;2;0.148118;2188;1
3658324;42;;1;2;1;2;0.4986499;;1
3658334;38;35;2;3;1;4;0.8041855;1100;3
3658344;27;;2;3;1;1;0.0280243;;1
3658384;26;34;1;3;2;4;0.00059;400;2
3658404;73;;3;4;1;1;0.1231619;3500;2
3658414;62;65;3;4;1;4;0.8211785;;7
3658424;62;63;4;5;1;2;0.9831598;1500;2
3658434;74;;1;3;1;1;0.1249976;500;1
3658484;53;49;5;7;1;4;0.620931;6442;3
3658534;44;;2;4;1;2;0.1736494;;1
3658554;56;54;3;4;1;4;0.0865369;2468;3
3658574;19;;;;2;1;0.0363942;;0
3658584;69;;3;5;2;1;0.2842779;1200;3
3658604;33;37;1;1;1;7;0.5421935;;1
3658614;88;74;1;2;2;2;0.0801392;;0
3658624;64;53;2;3;1;2;0.9711977;2500;3
3658644;83;;1;3;1;2;0.514745;1936;0
3658654;55;60;2;3;1;4;0.8145072;1500;4
3658664;73;60;1;3;1;2;0.6508246;810;4
3658674;78;;1;3;1;1;0.1889762;1500;1
3658684;61;;1;1;1;1;0.3527104;;1
3658694;31;32;1;3;1;2;0.5396889;;1
3658704;49;41;1;5;2;7;0.7425329;300;1
3658714;33;32;2;3;1;3;0.7928197;2100;5
3658734;66;65;1;2;1;2;0.5957712;500;3
3658744;49;;2;2;1;1;0.3548494;;1
3658764;77;;1;2;1;1;0.1226015;506;0
3658794;64;;1;2;2;1;0.0011775;333;2
3658804;57;54;2;3;1;4;0.4760663;600;2
3658904;37;37;2;3;1;4;0.7362155;1000;4
3658914;68;65;3;3;1;2;0.8662204;1500;8
3658954;31;;2;2;1;1;0.682871;1350;1
3659014;64;61;2;4;1;2;0.8323392;2000;1
3659024;62;;3;2;1;1;0.2642984;1269;1
3659044;59;55;6;4;1;2;0.0771185;2506;2
3659054;80;;1;2;1;1;0.1255052;610;1
3659064;41;;2;4;1;3;0.6335943;2000;3
3659084;44;46;1;3;1;4;0.3620587;850;1
3659094;64;53;2;4;1;2;0.9490418;4000;0
3659104;78;;2;3;1;1;0.3003172;1000;1
3659164;44;;1;1;1;2;0.3304598;;1
3659184;39;37;1;3;1;4;0.9465462;2500;1
3659224;22;;1;2;1;2;0.4028379;;2
3659234;46;43;2;2;1;8;0.5903678;700;3
3659264;28;27;3;4;1;2;0.7279583;1800;3
3659274;49;;2;3;1;3;0.2659423;800;1
3659344;80;;2;4;1;1;0.2601733;600;2
3659354;38;;2;3;1;1;0.691603;;1
3659374;60;;2;2;1;4;0.1001531;500;1
3659434;30;;1;2;1;2;0.8000428;1000;2
3659444;64;;2;4;1;2;0.6393851;2500;2
3659454;65;64;2;3;1;2;0.673184;1500;3
3659484;55;;1;3;1;1;0.4105864;;1
3659494;31;30;2;4;1;4;0.8930564;1600;2
3659504;71;70;2;2;1;2;0.5206149;2407;2
3659554;52;52;;;1;3;0.0861161;1401;1
3659574;42;;2;3;1;5;0.2260573;;2
3659584;66;70;2;3;1;4;0.3253158;300;1
3659664;39;30;1;3;1;3;0.6003127;500;3
3659684;77;;3;3;1;1;0.8747448;2073;1
3659694;62;66;2;4;1;2;0.8897969;3000;2
3659714;32;33;1;3;1;4;0.8440197;1000;6
3659724;55;59;2;3;1;2;0.8878438;1500;2
3659754;46;;1;2;1;1;0.0947009;;2
3659764;32;31;2;3;1;3;0.8914055;1700;2
3659794;69;76;1;3;1;3;0.0757527;;2
3659814;34;;1;3;2;4;0.4406856;;2
3659844;31;;2;2;1;1;0.6299548;;2
3659854;65;;2;4;1;1;0.0506097;2500;2
3659914;41;35;1;3;1;2;0.7753602;1800;2
3659924;76;76;2;3;1;2;0.4137764;1325;2
3659954;74;73;1;3;2;2;0.4292575;500;3
3659984;36;36;1;2;1;6;0.590187;;2
3659994;19;;;;1;1;0.2198526;;1
3660014;49;50;1;3;1;5;0.8467704;650;2
3660034;59;;2;2;1;1;0.1533518;1800;1
3660064;40;36;1;2;2;3;0.4403185;300;2
3660104;81;;2;3;1;3;0.2920305;;2
3660114;54;56;2;3;1;2;0.4681684;1800;2
3660134;40;42;2;4;1;3;0.7815096;1550;2
3660144;60;55;1;3;1;2;0.8839572;2000;4
3660184;65;63;2;4;1;2;0.1425829;4000;3
3660194;88;;2;3;1;2;0.4939799;1500;1
3660224;88;;2;4;1;4;0.0633626;3300;0
3660294;80;;1;2;1;1;0.423358;500;1
3660304;71;67;2;3;1;5;0.7862241;1800;3
3660324;68;;2;3;1;1;0.8627354;1400;2
3660334;75;;2;2;1;2;0.5678653;2500;2
3660354;45;49;1;2;1;2;0.0510016;;1
3660374;35;;2;3;1;5;0.8787211;;1
3660394;72;67;2;3;1;3;0.4625118;1500;2
3660404;39;36;3;5;1;5;0.8021077;1600;2
3660414;35;;1;3;1;5;0.104647;;1
3660474;56;56;5;5;1;2;0.0231741;6442;3
3660484;38;37;2;4;1;4;0.8242675;3000;1
3660504;20;;;;1;1;0.1719111;;0
3660524;54;;;;1;7;0.067432;1104;1
3660534;35;;2;2;1;2;0.5803329;;1
3660544;36;36;2;3;1;3;0.9535678;1350;2
3660554;43;44;2;3;1;4;0.8364012;1200;1
3660564;51;;1;3;1;4;0.1815943;;1
3660604;56;63;2;3;1;2;0.7852768;1449;5
3660624;32;33;1;3;1;7;0.5496028;;1
3660644;52;;2;3;1;4;0.7617757;;1
3660714;66;66;2;2;1;2;0.7006562;1100;2
3660734;51;;1;3;1;1;0.0287247;798;2
3660744;66;73;2;2;1;2;0.6113345;;0
3660754;88;;2;2;1;1;0.2007276;;0
3660764;43;;1;2;1;4;0.6779688;400;2
3660774;19;;;;1;1;0.0496483;;0
3660874;78;;1;2;1;1;0.5036532;3000;1
3660914;42;47;3;4;1;7;0.8345832;1800;2
3660924;73;;2;3;1;1;0.1593095;;1
3660954;37;39;2;3;1;4;0.850765;2750;2
3660974;40;35;2;2;1;4;0.4867607;;5
3660984;63;58;3;5;1;3;0.9164841;1600;3
3661024;59;56;3;4;1;2;0.7586179;3000;2
3661034;66;66;1;2;1;2;0.7298071;750;3
3661044;38;42;3;4;1;3;0.9972516;;1
3661074;41;40;2;3;1;4;0.8230112;3000;0
3661084;34;38;2;4;1;3;0.8524279;2500;2
3661114;33;;1;1;1;1;0.3862986;;0
3661124;51;46;2;3;1;3;0.4103047;1000;4
3661134;65;69;1;2;1;2;0.2098207;;1
3661144;63;59;2;4;1;3;0.5646494;2500;5
3661174;88;;2;2;1;1;0.3158161;;1
3661184;26;36;1;3;1;4;0.5653034;;3
3661204;57;60;2;3;1;3;0.2549239;1100;3
3661214;62;;1;3;1;4;0.4393838;;2
3661244;58;57;1;3;2;2;0.5053624;1100;1
3661264;40;;3;6;1;6;0.572662;;1
3661274;50;;1;2;1;1;0.1281006;;0
3661284;83;68;1;2;1;3;0.6102809;1400;1
3661334;32;35;2;3;1;4;0.8475896;1500;2
3661344;35;31;1;3;1;2;0.9895404;1800;2
3661354;57;;1;3;1;1;0.2669017;600;1
3661364;47;;2;3;1;5;0.0956556;;1
3661384;49;;1;1;1;1;0.4185642;;1
3661394;63;;2;3;2;1;0.2590832;;2
3661404;45;;1;2;1;2;0.1156366;;0
3661424;49;49;1;3;1;5;0.8479927;1400;4
3661434;20;;;;2;1;0.1314227;;0
3661444;72;;1;1;1;1;0.1328804;;0
3661454;33;;1;1;1;2;0.6636114;;1
3661504;41;43;1;2;1;3;0.578372;;1
3661514;81;;1;3;1;3;0.7344355;850;3
3661554;78;;2;2;1;2;0.3077386;1000;2
3661624;22;;1;2;1;2;0.3619045;;0
3661634;60;55;1;1;1;2;0.4012576;;1
3661674;45;45;1;1;2;2;0.3622505;450;3
3661714;83;88;2;2;1;2;0.2166227;600;2
3661744;36;37;1;4;1;5;0.3609715;1200;4
3661764;41;41;3;4;1;4;0.956017;2000;2
3661804;57;50;2;5;1;6;0.0630033;;1
3661814;68;70;2;4;1;2;0.6346469;2500;2
3661824;45;;2;4;1;3;0.8604309;1750;2
3661834;67;;1;2;1;2;0.1538391;;0
3661844;63;58;4;3;1;3;0.9841898;2000;3
3661874;55;55;2;4;1;2;0.936089;3000;4
3661884;39;37;2;3;1;4;0.9364303;3100;1
3661914;76;;1;2;1;1;0.3051113;1100;1
3661974;49;;1;2;1;3;0.9480157;;1
3661984;58;58;2;3;1;3;0.7745763;2439;2
3662004;60;59;3;4;1;2;0.9930497;2500;2
3662074;56;53;2;4;1;3;0.8299327;2284;2
3662124;64;64;5;5;1;2;0.8522206;1800;1
3662164;52;48;1;2;1;2;0.6860367;;1
3662174;48;53;1;2;2;2;0.0962159;1500;2
3662194;66;58;1;3;2;2;0.7202996;500;2
3662214;35;;1;2;1;3;0.4804766;1000;2
3662234;32;33;1;3;1;3;0.8923902;1200;3
3662244;36;34;2;4;1;6;0.7369929;1500;6
3662254;64;;2;3;1;1;0.3968145;900;1
3662314;42;43;3;3;1;4;0.9687951;;1
3662324;31;30;1;4;1;4;0.7731305;800;3
3662334;88;;1;1;2;1;0.208841;;1
3662344;60;;3;4;1;1;0.5696115;1000;1
3662354;47;51;1;4;1;5;0.959551;3000;6
3662364;42;42;2;3;1;4;0.732605;1500;7
3662374;56;;1;3;1;4;0.7958786;1200;4
3662384;39;40;3;4;1;7;0.7361274;1500;2
3662394;54;;1;2;1;3;0.2349485;;1
3662414;56;;2;3;1;1;0.6155239;1500;1
3662424;53;;1;1;1;1;0.0193107;1400;1
3662434;63;66;2;3;1;4;0.6609702;2200;3
3662444;70;;1;1;1;1;0.1172117;;0
3662454;62;58;2;3;1;2;0.0541474;800;4
3662464;50;48;2;4;1;3;0.0556843;2500;2
3662484;20;;1;3;1;2;0.4552944;;2
3662494;81;81;2;3;1;2;0.0908155;1326;2
3662504;38;;1;2;1;2;0.1688493;;0
3662514;79;79;2;2;1;2;0.0479516;1826;2
3662534;39;;1;3;1;5;0.1943176;;2
3662554;60;61;2;4;1;2;0.004059;1490;2
3662564;43;32;1;3;1;6;0.6069164;600;2
3662614;32;;1;1;1;3;0.2067199;;1
3662644;47;;1;2;1;1;0.5854703;;1
3662674;55;53;2;3;1;2;0.9377777;1000;2
3662694;59;54;3;5;1;2;0.7874307;1921;11
3662724;52;;2;3;1;2;0.8153871;;2
3662754;52;51;3;4;1;3;0.9086776;6442;1
3662764;32;37;1;3;1;5;0.0754217;750;2
3662774;72;;2;2;1;1;0.1623634;2500;0
3662804;63;;3;4;1;1;0.4691244;2163;1
3662824;48;;4;5;1;3;0.9084109;3500;5
3662834;70;;1;1;1;1;0.2348045;;0
3662894;61;66;1;2;1;2;0.4499462;600;1
3662944;65;64;3;4;1;2;0.9822195;6442;7
3662964;69;69;4;4;1;2;0.4835522;2000;4
3662974;63;;1;2;1;1;0.4235566;500;1
3662984;59;63;1;2;1;2;0.2730534;1500;5
3663044;41;40;2;2;1;2;0.6620107;;2
3663084;51;;2;3;1;3;0.4957728;1975;2
3663104;19;;1;3;1;1;0.1835017;;1
3663114;49;45;3;5;2;3;0.9834881;850;3
3663184;81;;1;1;1;1;0.228099;;0
3663194;39;40;2;5;1;5;0.9849126;1500;3
3663204;45;;2;4;1;1;0.0821269;;0
3663224;39;35;2;3;2;3;0.587346;500;3
3663244;42;36;2;3;2;3;0.6084445;;2
3663254;48;;2;3;1;2;0.7562021;;1
3663284;54;59;2;2;1;2;0.1041254;1000;1
3663314;47;47;2;3;1;4;0.4328375;981;4
3663334;73;70;3;3;1;2;0.6107432;2000;4
3663344;56;56;3;5;1;5;0.9174545;1500;6
3663364;72;66;2;3;1;2;0.8279376;1000;2
3663424;52;;1;1;1;1;0.9016736;1897;0
3663444;45;;1;1;1;2;0.1581506;;1
3663464;58;55;3;4;1;3;0.9585197;2000;2
3663494;36;;2;4;1;1;0.0849084;2500;1
3663504;27;38;1;1;1;4;0.3871249;;1
3663534;40;45;1;3;1;3;0.8262582;2000;1
3663544;36;36;2;4;1;5;0.650032;1000;1
3663554;88;88;1;4;1;2;0.1233132;1300;1
3663594;21;;2;4;1;2;0.2138382;1400;2
3663624;83;;2;3;1;1;0.2841318;1200;2
3663654;79;;1;3;1;3;0.0072475;900;2
3663724;58;;2;3;1;1;0.5982684;900;2
3663754;58;53;3;5;1;2;0.9259524;1200;3
3663764;37;;1;2;1;3;0.2678258;;2
