NEWID;AGE_REF;AGE2;BATHRMQ;BEDROOMQ;BLS_URBN;FAM_SIZE;INC_RANK;RENTEQVX;VEHQ
3820881;59;;2;2;1;2;0.6354733;;2
3820891;42;45;2;4;1;6;0.725947;1200;2
3820901;68;;3;1;1;1;0.5510436;;1
3820921;59;;1;3;1;4;0.1119578;1300;2
3820952;36;33;2;2;1;3;0.306458;;1
3820961;88;88;3;3;1;2;0.3258192;3000;3
3820981;63;;1;3;1;1;0.2471887;;1
3820991;52;49;2;2;1;4;0.0081965;3000;2
3821001;40;;2;2;1;6;0.4323576;;0
3821011;49;;3;4;1;2;0.7947535;2800;1
3821031;57;;2;2;1;1;0.1501099;1600;1
3821041;58;58;3;4;1;2;0.9253899;2500;0
3821061;63;;2;3;1;2;0.1929724;900;0
3821071;68;;2;2;1;1;0.0022182;1173;2
3821081;63;;1;4;1;1;0.4716049;1200;1
3821121;28;30;1;2;1;2;0.5445279;;2
3821131;63;68;1;2;1;3;0.4479814;1200;0
3821161;88;;2;3;1;1;0.5753437;2500;0
3821181;59;;1;1;1;1;0.8961175;;1
3821201;37;34;1;3;1;4;0.8350387;;2
3821221;54;;1;1;1;1;0.4359232;;1
3821241;65;66;1;3;1;2;0.4619248;1207;3
3821253;31;;2;3;1;3;0.2736647;;1
3821271;56;49;2;2;1;2;0.4360901;500;2
3821283;31;;2;3;1;1;0.3962816;;1
3821301;80;79;2;4;1;2;0.8907194;2362;2
3821311;26;27;3;4;1;4;0.343629;;2
3821331;28;29;1;2;1;2;0.0873543;;1
3821341;74;75;3;4;1;2;0.4312738;2500;2
3821401;53;;1;2;1;1;0.0558541;2370;1
3821411;62;58;3;4;1;2;0.9271814;2800;10
3821421;55;;2;3;1;1;0.2514123;1400;1
3821441;51;54;3;5;2;6;0.0818428;744;2
3821451;26;29;2;2;1;3;0.7622697;;2
3821461;45;;1;3;1;2;0.2778912;700;1
3821471;61;69;2;4;1;3;0.5262786;1500;2
3821481;58;;1;3;1;3;0.8110905;;3
3821491;48;49;2;3;1;4;0.0701447;2427;0
3821501;88;;1;2;1;1;0.2071057;3000;0
3821541;61;;2;3;1;1;0.3623945;800;1
3821561;64;66;2;3;1;3;0.6966546;2500;5
3821581;54;54;2;3;1;2;0.764393;900;3
3821601;50;58;2;4;1;8;0.8221604;2531;3
3821621;79;77;2;3;1;2;0.3864303;1465;1
3821631;40;40;1;2;1;4;0.4953874;;1
3821644;37;;1;2;2;2;0.0718133;;2
3821651;45;;2;4;1;4;0.2621586;1018;1
3821661;62;;2;2;1;1;0.5553184;500;1
3821671;34;;2;3;1;3;0.4881484;;1
3821681;49;51;3;4;1;3;0.1422073;1441;3
3821691;55;;1;1;1;1;0.1957016;;0
3821701;47;45;2;2;1;2;0.6776857;2486;2
3821721;40;;2;2;1;2;0.7884018;1200;2
3821731;22;;2;2;1;2;0.7099192;;1
3821741;65;;1;3;1;4;0.7774957;;1
3821751;50;;1;1;1;1;0.2981792;;1
3821781;57;;1;3;1;1;0.2353177;600;1
3821801;64;53;1;1;1;2;0.603331;1000;2
3821841;88;88;4;5;1;2;0.2951239;2500;3
3821861;25;22;1;1;1;2;0.6756934;;1
3821871;55;54;3;4;1;4;0.9811396;2200;2
3821881;36;33;1;3;1;2;0.643097;800;2
3821891;33;34;1;1;1;2;0.8179535;;1
3821901;48;;2;3;1;2;0.5089488;;1
3821921;31;32;2;3;1;2;0.6139464;1069;2
3821951;88;88;3;4;2;2;0.625789;1700;2
3821971;70;64;2;4;1;2;0.2638132;700;1
3821981;48;;2;4;1;1;0.8658831;3500;2
3822021;61;59;3;4;1;2;0.9937978;6442;3
3822081;88;;3;6;1;2;0.1956066;2243;2
3822091;51;;1;3;1;1;0.6684822;900;0
3822101;28;;1;3;1;2;0.7773269;800;2
3822121;26;;1;1;1;1;0.4470445;;1
3822131;66;;1;4;1;2;0.5031789;;0
3822151;66;;2;2;1;1;0.3143869;1000;0
3822191;78;;1;1;1;1;0.3198974;1700;0
3822231;51;51;2;2;1;4;0.900332;1838;2
3822241;54;52;1;1;2;2;0.140041;200;1
3822261;75;;1;3;1;1;0.2504273;1277;1
3822281;36;;2;5;1;4;0.8043999;2000;5
3822321;59;;1;1;1;2;0.4973948;;2
3822341;30;31;2;2;1;4;0.6982243;;0
3822391;67;;2;4;1;1;0.2103409;2037;2
3822421;55;;1;1;1;1;0.0464885;;1
3822441;45;40;2;3;1;4;0.7719227;600;4
3822461;43;;2;6;1;2;0.3419651;3000;1
3822471;61;43;1;2;1;3;0.5583297;;2
3822481;80;;2;4;1;3;0.0781508;1000;0
3822501;55;;2;3;1;2;0.984083;3000;1
3822511;37;35;2;3;1;5;0.4411584;400;2
3822521;35;;1;3;1;3;0.4182524;875;1
3822531;60;58;2;4;1;3;0.7655293;1000;2
3822551;60;;1;1;1;1;0.1502798;;1
3822561;47;48;2;3;1;4;0.9451989;2400;2
3822571;40;40;2;4;1;4;0.4887175;1300;3
3822581;88;;2;3;1;1;0.3240839;1199;1
3822591;62;;2;3;1;1;0.7236933;1000;1
3822631;35;;2;3;1;4;0.7225647;;2
3822671;65;;2;2;1;1;0.420048;650;1
3822681;64;69;2;4;2;2;0.6382303;813;3
3822691;58;62;2;2;1;2;0.2663877;1023;2
3822711;88;;1;1;1;1;0.2848931;;1
3822721;22;;2;3;2;3;0.1011347;;0
3822731;55;;1;1;1;2;0.8715741;;4
3822741;32;33;1;3;1;4;0.5593058;;2
3822751;33;38;1;3;1;5;0.5432633;899;2
3822761;31;32;2;5;1;2;0.7459321;1400;3
3822783;38;36;1;3;1;4;0.6441161;1722;2
3822801;76;81;3;4;1;5;0.4534002;3000;0
3822841;44;;1;3;1;3;0.6028719;1200;2
3822881;26;25;1;3;1;2;0.6120207;1100;2
3822911;30;47;1;2;1;4;0.7908895;;2
3822931;41;;2;3;1;1;0.556875;2000;1
3822941;38;36;4;5;1;5;0.8941829;2500;2
3822951;67;;1;3;1;4;0.2593545;500;0
3822961;47;48;2;4;1;3;0.9038405;2500;3
3822991;82;76;2;4;1;2;0.5956448;2123;3
3823001;54;58;2;4;1;2;0.6467155;1100;1
3823011;40;43;2;3;1;3;0.2598013;;3
3823021;39;35;2;3;1;4;0.9115095;1950;8
3823031;70;;1;2;1;1;0.6216698;;1
3823041;59;59;2;3;1;2;0.1382523;1427;1
3823051;53;53;1;3;1;7;0.6451761;500;2
3823081;73;72;1;1;1;2;0.8809895;;1
3823101;49;;1;1;1;1;0.4045538;;1
3823141;58;;2;2;1;1;0.7528011;2400;1
3823161;80;;2;3;1;1;0.3853419;900;1
3823171;53;;4;4;1;1;0.0474125;2500;4
3823181;40;40;2;4;1;5;0.2461294;;3
3823201;88;77;2;3;1;2;0.4491514;1200;2
3823211;33;32;2;2;1;2;0.8119063;2500;2
3823231;62;63;3;3;1;2;0.5849397;1344;3
3823251;77;75;3;5;1;2;0.7129698;1400;2
3823261;39;41;1;1;1;2;0.9394564;;0
3823294;33;33;2;3;1;6;0.7299491;1800;3
3823301;35;37;3;4;1;6;0.7511797;2000;4
3823321;31;31;2;4;1;4;0.8684913;1756;2
3823331;54;;2;2;1;1;0.6921401;;1
3823341;64;54;2;4;1;2;0.6488548;;2
3823351;57;59;5;5;1;2;0.8070483;1000;3
3823371;79;;2;3;1;1;0.8311251;1600;3
3823381;55;;3;6;1;2;0.5754602;2500;2
3823411;54;52;2;4;1;6;0.9353649;1100;5
3823421;65;59;2;3;1;2;0.2930106;1100;4
3823431;37;34;4;5;1;3;0.9728206;2500;3
3823441;20;;2;2;1;1;0.1757329;;0
3823461;26;;3;6;2;4;0.7693138;;3
3823501;46;46;1;3;1;3;0.8512329;1100;2
3823521;64;64;2;3;1;3;0.6026472;2000;2
3823551;52;51;1;3;1;4;0.638044;750;4
3823571;53;41;1;2;1;6;0.2780601;;1
3823581;56;56;1;3;1;3;0.9457873;1665;3
3823591;48;;2;3;1;2;0.7943125;950;3
3823601;22;;2;3;1;4;0.5770379;;4
3823611;62;62;2;3;1;2;0.8896408;1915;3
3823651;57;;2;3;1;1;0.0399018;800;0
3823661;70;;1;2;1;3;0.6344691;;0
3823721;23;;1;1;1;2;0.7394288;;1
3823741;46;41;1;2;2;3;0.0855367;400;2
3823751;88;83;1;3;1;2;0.4959312;1826;2
3823791;40;40;1;4;1;4;0.9305484;2426;3
3823801;80;;1;3;1;1;0.1195329;550;1
3823811;62;;2;3;1;1;0.2902931;1200;1
3823821;40;48;2;2;1;3;0.0225088;;0
3823851;75;72;2;4;1;2;0.9182715;3600;3
3823861;69;;2;6;1;2;0.0955396;1387;1
3823881;63;61;1;3;1;3;0.0198379;1400;2
3823891;67;65;2;3;1;2;0.675124;1000;2
3823921;61;;1;2;1;2;0.4442;750;1
3823931;30;32;1;2;1;3;0.5135723;;0
3823961;68;71;3;5;1;5;0.145259;;1
3824021;43;;1;2;1;2;0.0520914;;2
3824041;55;;2;4;1;1;0.0826879;;0
3824061;50;;1;1;1;1;0.0110421;;0
3824071;66;;2;2;1;1;0.2516117;400;2
3824121;48;45;4;4;1;4;0.9533633;2688;2
3824131;59;56;2;6;1;2;0.6699577;1200;3
3824161;46;42;1;1;1;2;0.7206201;;2
3824171;36;;2;3;1;1;0.5861761;3000;1
3824181;62;;1;1;1;1;0.2648369;;0
3824191;75;81;2;3;1;3;0.1492184;2000;3
3824201;88;;2;3;1;1;0.199589;;1
3824211;28;;1;1;1;1;0.5713407;;1
3824241;30;27;2;3;1;4;0.7022158;1400;5
3824261;27;;2;3;1;2;0.3087862;;2
3824301;36;33;1;2;1;3;0.0508381;;1
3824321;82;;1;1;1;1;0.3133884;;2
3824351;34;34;2;2;1;3;0.0766756;;0
3824391;49;58;2;3;1;7;0.6530293;1200;2
3824401;51;55;2;3;1;2;0.7608433;1000;3
3824411;75;75;3;3;1;2;0.1429843;600;5
3824421;42;;2;3;1;3;0.0745626;2500;2
3824441;28;21;1;4;1;3;0.1786241;1344;5
3824451;32;;1;2;1;1;0.4638209;1000;2
3824471;41;;2;3;1;5;0.3685588;1200;1
3824503;70;69;4;5;1;2;0.9484806;4000;4
3824531;56;;1;1;1;1;0.2482754;;0
3824541;58;53;3;4;1;2;0.9338555;3500;2
3824551;88;88;2;3;1;2;0.5199969;2170;2
3824571;27;;1;1;1;2;0.9694694;1800;1
3824591;73;;1;1;1;1;0.2201624;;1
3824621;34;35;1;3;1;5;0.534573;;2
3824631;24;26;2;3;1;4;0.4195906;700;2
3824641;79;78;3;3;1;2;0.4428256;3000;1
3824651;68;;1;2;1;1;0.1154942;;0
3824671;88;;1;2;1;1;0.2652008;1700;1
3824681;49;;2;3;1;3;0.1575071;900;2
3824691;65;64;2;4;2;2;0.7866402;600;2
3824731;29;;1;1;1;2;0.1886265;;1
3824741;69;;1;2;1;3;0.5684501;900;1
3824751;29;27;1;3;1;5;0.9590968;2200;3
3824791;48;48;1;1;1;4;0.533033;;1
3824861;65;67;1;2;1;2;0.4213811;600;3
3824891;49;;1;3;1;1;0.9774889;;1
3824901;53;59;2;3;1;3;0.9486558;3400;2
3824911;38;45;2;4;1;5;0.226309;3500;0
3824921;59;59;1;2;1;2;0.3056369;;1
3824941;39;36;2;3;1;2;0.8290243;1000;3
3824961;35;32;2;2;1;4;0.0751391;;0
3824981;62;;1;1;1;1;0.2192036;;0
3825011;78;;2;2;1;1;0.1746893;1000;1
3825021;46;48;2;3;2;2;0.5171576;500;6
3825041;22;;1;2;1;3;0.1080422;;3
3825051;54;;1;1;1;1;0.4453791;;0
3825061;78;;2;2;1;1;0.3787581;2500;1
3825071;49;55;1;3;2;2;0.8884755;2400;5
3825081;64;;1;2;1;2;0.5078549;;3
3825111;24;21;1;2;1;2;0.3811203;;1
3825141;72;72;2;3;1;2;0.3340922;600;3
3825151;25;;1;3;1;2;0.7564151;;1
3825171;59;53;4;5;1;3;0.2508628;1499;3
3825181;57;47;2;4;1;2;0.0293784;2500;1
3825191;22;;1;2;2;2;0.2931889;500;1
3825221;55;57;3;3;1;4;0.9929508;2500;4
3825231;45;;1;2;1;3;0.5716978;;1
3825241;56;;2;4;1;1;0.6986436;;2
3825261;31;29;2;4;1;4;0.684382;1250;2
3825271;47;53;1;3;1;5;0.6087943;;1
3825311;40;50;2;3;1;4;0.7971863;2000;1
3825321;66;;2;1;1;1;0.2979309;;1
3825341;60;61;1;3;1;4;0.8533164;1500;2
3825351;31;29;3;4;1;3;0.8428584;3000;2
3825361;46;46;2;3;1;4;0.0920606;1900;1
3825371;63;44;2;2;1;2;0.2275786;350;1
3825381;49;;1;3;1;1;0.0788659;1200;0
3825411;43;43;2;4;1;4;0.6367715;;2
3825461;59;;2;3;1;2;0.2507154;1358;1
3825471;79;79;2;4;1;2;0.9102025;3534;2
3825481;30;32;2;3;1;2;0.9222601;2000;2
3825491;58;;1;2;1;2;0.4355738;778;2
3825551;71;71;1;4;1;2;0.7118072;1200;3
3825561;47;51;1;2;1;3;0.0721714;800;1
3825571;39;39;1;3;1;6;0.7783745;;4
3825581;72;;2;3;1;1;0.314757;1200;1
3825631;78;;2;3;1;1;0.2467384;1;1
3825651;64;79;3;4;1;2;0.9629287;2500;2
3825681;59;60;2;4;1;5;0.8114404;2000;3
3825701;44;43;2;4;1;5;0.9052857;;2
3825781;52;53;2;3;1;4;0.6605248;900;2
3825811;68;51;2;2;1;2;0.7557201;1500;2
3825841;64;;1;2;2;1;0.3255054;1200;2
3825851;68;68;2;2;1;2;0.5768294;1000;3
3825861;36;27;2;3;1;2;0.789084;800;2
3825881;38;38;3;4;2;6;0.7107519;;2
3825893;25;;1;1;1;1;0.6309824;;1
3825901;59;57;3;4;1;2;0.9308789;3000;3
3825931;33;34;1;2;1;2;0.7345709;;1
3825941;59;51;2;5;1;4;0.5920327;3500;2
3825971;57;;2;3;1;2;0.8429995;1100;2
3825991;71;;2;3;2;1;0.7492121;1700;2
3826001;36;35;2;4;1;4;0.054731;6442;2
3826011;46;;1;2;1;1;0.8793498;2200;2
3826021;31;36;2;3;1;3;0.942535;3000;0
3826031;31;;2;3;1;2;0.9132831;2000;1
3826041;47;;1;3;1;2;0.2140276;;2
3826071;60;;1;1;1;2;0.2321203;;1
3826091;57;57;2;2;1;2;0.6493265;;3
3826101;75;72;2;4;1;2;0.464569;2000;2
3826131;39;37;3;4;1;5;0.8879388;2000;2
3826171;88;88;2;2;1;2;0.5344314;808;1
3826181;27;27;1;1;1;2;0.3791804;;2
3826204;24;;1;2;1;4;0.3678047;;1
3826251;27;;1;1;1;1;0.6376146;;1
3826291;70;;2;3;2;1;0.332252;500;1
3826301;37;;1;3;1;1;0.5362336;;0
3826351;68;63;1;3;1;4;0.720936;2000;3
3826371;62;58;1;2;1;2;0.8265218;3000;5
3826391;41;;1;3;1;4;0.1672874;;1
3826411;45;;2;3;1;1;0.4943226;;1
3826441;74;;3;4;1;1;0.2542947;3000;2
3826451;34;;1;3;1;2;0.3665371;;1
3826461;37;35;2;4;1;4;0.8622025;1500;2
3826471;83;77;2;3;1;2;0.2631875;1122;2
3826484;21;21;1;2;1;2;0.6361886;;2
3826491;82;;1;3;1;1;0.2576773;1000;0
3826521;26;;2;3;1;1;0.1543681;;2
3826551;52;;1;3;1;1;0.175843;;1
3826561;19;;2;2;1;1;0.1839249;;0
3826591;80;;2;4;1;1;0.0634155;2671;1
3826601;55;56;2;3;1;3;0.3476748;800;1
3826611;68;66;2;3;1;2;0.5893157;1245;2
3826621;72;72;2;3;1;2;0.028847;1700;0
3826641;60;57;1;7;2;4;0.3455977;2346;3
3826691;49;;1;2;1;1;0.1755899;;0
3826701;57;60;2;3;1;2;0.6945493;1200;2
3826841;72;74;2;3;1;2;0.8719468;1200;3
3826851;47;49;2;4;1;2;0.704184;1779;3
3826861;30;;1;3;1;1;0.3519142;;1
3826871;72;72;2;4;1;2;0.4902336;1600;1
3826881;18;;;;1;1;0.1288512;;0
3826891;59;;1;1;1;1;0.1020327;;0
3826901;63;69;2;4;1;4;0.8183384;2500;2
3826921;88;;2;3;1;1;0.3541932;1200;1
3826931;26;;2;3;1;2;0.4734485;;2
3826961;81;;1;3;1;1;0.2760193;1400;3
3826971;62;;2;4;1;2;0.0416052;1398;1
3827001;69;64;1;1;1;2;0.2412471;;1
3827031;59;56;2;3;1;2;0.0570649;2383;1
3827041;27;25;2;3;1;4;0.7055392;1500;2
3827081;33;38;2;3;1;3;0.981646;1800;2
3827111;71;77;1;2;1;2;0.2820013;;1
3827121;21;22;1;3;1;4;0.4209706;;1
3827131;32;41;2;3;1;4;0.8921687;2000;2
3827191;55;55;1;1;1;2;0.4038015;;1
3827201;80;75;2;3;1;2;0.5369038;;2
3827211;45;;2;2;1;1;0.1027335;1500;1
3827251;69;;2;2;1;1;0.269556;2000;1
3827261;26;;2;3;1;4;0.5113677;;3
3827271;53;52;2;4;1;4;0.9300121;6442;5
3827281;64;;1;2;1;2;0.2984214;;0
3827291;70;73;2;3;1;2;0.3238856;1200;2
3827311;65;;1;2;1;1;0.1403639;983;1
3827321;31;37;1;2;1;4;0.3644456;500;5
3827341;68;;2;2;1;1;0.3065949;;1
3827361;78;88;2;4;2;2;0.467345;800;1
3827381;45;45;3;4;1;4;0.9656183;3000;2
3827391;38;61;1;2;1;2;0.2796977;500;2
3827401;19;;2;2;1;1;0.1844998;;0
3827411;74;;1;1;1;1;0.1820138;;1
3827461;44;44;3;5;2;9;0.033609;;3
3827471;65;;3;4;1;1;0.7992814;2000;2
3827481;55;;1;1;1;1;0.2386451;;1
3827501;28;;1;2;1;2;0.6145019;;2
3827512;29;29;2;3;1;4;0.1946668;;1
3827541;65;;1;1;1;4;0.3485316;;1
3827551;77;70;1;2;1;2;0.5165383;1200;2
3827571;31;;1;1;1;1;0.7960914;;0
3827621;77;;2;2;1;1;0.1200426;1600;1
3827631;53;;3;4;1;2;0.3536636;1566;1
3827641;79;82;3;3;1;2;0.7078022;2200;1
3827651;67;64;2;2;1;2;0.3949637;976;3
3827681;25;;1;2;1;1;0.0301652;;0
3827701;57;;2;4;1;1;0.1725877;1300;1
3827711;42;;1;3;1;2;0.5082767;;1
3827733;27;;1;;1;2;0.5033744;;0
3827741;32;43;2;4;1;5;0.3439873;;2
3827751;72;;1;3;1;1;0.2086248;250;1
3827774;33;;2;3;1;1;0.7401445;;1
3827781;57;;2;4;1;2;0.4305704;900;1
3827821;57;;2;2;1;2;0.1550734;1200;4
3827841;61;41;2;4;1;3;0.6546937;2000;1
3827911;36;;2;3;1;4;0.7907693;;2
3827921;23;;1;2;1;3;0.3542893;;1
3827931;51;;1;1;1;1;0.1093076;;0
3827981;76;75;2;3;1;2;0.6343163;1081;3
3828011;88;;2;3;1;2;0.2734865;1300;1
3828021;51;;3;5;1;2;0.7446988;1713;3
3828071;63;64;2;3;1;2;0.5493224;1953;2
3828091;22;;1;1;1;1;0.095758;;1
3828121;88;80;1;2;1;2;0.3348016;;1
3828131;52;;2;5;1;3;0.7008389;1000;1
3828161;28;22;2;2;1;2;0.6065266;;1
3828191;45;;1;1;1;2;0.1519888;;0
3828201;27;27;2;3;1;3;0.1782072;;1
3828221;73;;1;1;1;1;0.0220062;;0
3828241;32;;1;2;1;3;0.3429803;;0
3828251;71;;1;1;2;1;0.4091133;;1
3828261;31;32;2;4;1;5;0.5720831;;1
3828271;29;28;1;3;1;2;0.4968136;1100;3
3828281;54;;1;3;1;3;0.867307;750;2
3828321;35;;1;2;1;1;0.0257538;;0
3828331;65;62;1;1;2;2;0.0298518;322;1
3828341;79;;1;2;1;1;0.2818975;2362;1
3828371;18;;2;3;1;7;0.0206269;1000;3
3828393;64;;1;1;2;2;0.3165124;;1
3828401;37;;2;2;1;3;0.8459881;1000;4
3828411;31;32;3;4;1;5;0.4014807;;4
3828461;26;;1;2;1;2;0.3427568;;1
3828471;75;71;1;3;1;2;0.5480033;1500;2
3828511;21;;3;4;1;4;0.0270202;;4
3828542;62;;2;2;1;1;0.0502529;;1
3828551;88;;1;2;1;1;0.3669196;967;1
3828561;60;;2;3;2;2;0.952658;;3
3828571;28;27;2;4;1;3;0.7809145;1500;1
3828581;35;;1;1;1;1;0.7045119;;0
3828591;88;;2;3;1;1;0.6276573;1500;1
3828601;48;45;3;4;1;4;0.0748728;2500;0
3828621;75;;1;1;1;1;0.0026046;;0
3828631;75;;1;2;1;1;0.246024;1233;0
3828641;70;60;1;3;1;3;0.8441912;3000;4
3828651;31;;1;2;2;1;0.2136568;;1
3828691;61;;1;1;1;1;0.3415252;;0
3828711;24;43;2;2;1;3;0.7893922;1000;1
3828721;60;66;3;5;1;3;0.7656194;1500;3
3828771;31;;2;3;1;3;0.5576128;800;1
3828801;64;64;2;5;1;3;0.0397064;1500;4
3828811;62;;1;2;1;1;0.3888247;800;1
3828843;24;;2;4;1;2;0.6682924;;1
3828861;69;66;2;3;1;2;0.1223132;1318;2
3828921;44;;2;3;1;1;0.6618184;1200;1
3828971;71;55;1;1;1;2;0.3342648;;2
3828981;31;;1;1;1;1;0.5764743;;1
3828991;25;;2;3;1;2;0.8987766;;3
3829011;27;34;1;3;1;5;0.5179233;700;2
3829031;58;51;1;4;1;2;0.6692924;2500;1
3829041;41;48;6;5;1;7;0.9544867;6442;3
3829061;39;36;1;2;1;2;0.767978;;1
3829081;57;;1;1;1;1;0.0753126;2000;0
3829091;62;;1;2;1;1;0.1921712;2000;2
3839741;62;68;2;2;1;2;0.9504464;2500;2
3839761;52;;2;4;1;3;0.6485125;2000;1
3839791;23;23;2;3;1;3;0.3569382;;2
3839821;69;71;2;4;1;2;0.0152325;2471;2
3839831;46;47;2;4;1;3;0.7292214;1800;4
3839844;25;;2;3;1;1;0.2505731;;1
3839851;69;62;1;3;1;2;0.1433964;1000;3
3839861;60;;2;3;1;1;0.7673667;1400;1
3839871;27;29;1;3;2;4;0.4216594;800;3
3839911;27;;1;2;1;1;0.3798831;;1
3839921;49;54;3;4;1;3;0.9861446;2500;2
3839931;73;65;2;3;1;2;0.5230999;4000;2
3839951;80;;1;1;1;1;0.6512721;;0
3840031;56;;1;3;1;1;0.5718571;1000;2
3840041;40;;2;3;1;2;0.57936;1000;1
3840051;64;;2;4;1;3;0.8255244;2500;2
3840071;50;;3;3;1;3;0.7952556;;0
3840081;70;;2;3;1;1;0.4385683;1607;1
3840091;60;56;2;4;1;5;0.5390129;1500;3
3840121;65;;1;3;1;2;0.573601;1501;1
3840141;52;51;3;3;1;2;0.7708955;1350;2
3840161;69;65;2;2;1;2;0.6624503;1838;3
3840174;20;;2;3;1;1;0.2785595;;1
3840181;30;;3;4;1;1;0.5501643;;1
3840221;50;;1;2;1;1;0.4890143;6442;4
3840231;53;52;3;4;1;4;0.9084987;800;4
3840241;88;83;2;3;1;2;0.4226184;1800;1
3840301;23;;1;2;2;1;0.195337;;0
3840321;78;;2;3;1;2;0.3647001;1410;1
3840341;32;;2;3;1;2;0.0166371;;0
3840381;25;23;2;2;1;2;0.6253955;;2
3840401;37;31;2;3;1;3;0.8416418;1300;2
3840411;46;46;2;4;2;4;0.511549;600;3
3840441;21;46;2;4;1;5;0.0832691;;1
3840451;59;62;3;3;1;2;0.9738779;1741;4
3840461;81;79;3;4;1;2;0.1445981;3000;3
3840501;28;;1;2;1;1;0.0068419;;1
3840531;40;36;1;1;1;3;0.6935006;;1
3840541;49;;1;1;1;2;0.8591168;;2
3840552;22;;1;2;1;1;0.4396694;;1
3840563;53;;1;1;1;1;0.0847342;;1
3840571;40;;2;4;1;1;0.0291848;3000;2
3840581;41;41;2;3;1;3;0.7081784;2000;2
3840601;58;36;2;3;1;4;0.8446881;2500;2
3840611;54;;1;2;1;1;0.1348937;;1
3840621;45;;1;2;2;2;0.1405122;;1
3840661;38;;2;2;1;2;0.871805;;2
3840691;33;;2;5;1;5;0.5604054;1300;4
3840701;58;;1;2;1;1;0.1342471;;0
3840761;80;;1;3;1;1;0.2534975;600;1
3840771;80;88;2;2;1;3;0.5212125;1500;1
3840781;75;;1;1;1;1;0.2368261;;0
3840791;61;57;1;1;1;2;0.5647998;;2
3840821;69;;2;3;1;1;0.4804949;;1
3840831;31;;1;1;1;1;0.3161069;;1
3840841;30;;1;1;1;1;0.0430523;;0
3840871;36;39;2;4;2;5;0.6536231;2027;2
3840881;66;70;1;2;1;2;0.2828264;2100;0
3840911;45;;1;3;2;3;0.2306839;;0
3840931;60;;2;2;1;1;0.6914427;1300;1
3840941;29;29;2;3;1;3;0.3719464;1200;2
3840961;57;56;1;3;1;3;0.051868;550;3
3840981;54;;1;5;1;3;0.4508888;1000;3
3840991;64;;2;2;1;2;0.2809266;600;2
3841021;78;;2;3;1;1;0.5778896;1778;1
3841041;63;;1;2;2;1;0.190317;;0
3841051;88;;1;1;1;1;0.2423728;;0
3841061;66;66;3;4;1;3;0.9857893;3500;3
3841071;44;30;1;2;1;4;0.0286131;;2
3841091;30;;1;1;1;1;0.7388381;;1
3841111;26;27;2;3;1;3;0.6951911;;2
3841121;75;62;2;3;1;2;0.0536075;1538;2
3841131;50;;1;1;1;2;0.6462113;;1
3841151;88;;2;2;1;1;0.2120542;1300;0
3841181;63;;1;2;1;1;0.5616046;1000;2
3841201;30;;2;4;1;3;0.4374275;1200;1
3841211;75;69;3;4;1;2;0.6768019;1500;3
3841221;65;;2;3;1;1;0.1197368;1300;1
3841231;45;;1;2;1;1;0.277118;;0
3841241;46;;1;1;1;1;0.8094446;;1
3841281;24;;3;4;1;3;0.045235;;1
3841291;53;52;2;2;1;2;0.9036991;1700;2
3841301;48;;1;1;1;1;0.7385358;;0
3841311;88;;1;1;1;1;0.2175392;;0
3841341;34;;2;3;2;5;0.6753194;710;2
3841371;63;54;2;3;1;2;0.6678084;2650;2
3841381;31;;1;1;1;1;0.7692094;2100;2
3841431;30;;1;1;1;1;0.4486173;;0
3841441;67;67;2;3;1;2;0.3020464;3000;2
3841461;88;;2;3;1;1;0.6372038;1500;1
3841491;25;;1;2;1;2;0.5885074;;2
3841501;29;29;2;3;1;3;0.9659822;2400;2
3841511;28;;1;2;1;3;0.6737312;;3
3841531;79;78;2;3;1;2;0.5678061;1031;2
3841541;37;32;2;3;1;3;0.9697042;4000;1
3841551;41;40;2;3;1;4;0.8830128;1600;2
3841561;67;;1;1;1;1;0.1986374;;0
3841574;88;;1;1;1;1;0.3844135;;1
3841581;62;56;2;3;1;4;0.7998426;2166;1
3841601;63;;1;4;1;3;0.2707484;1500;1
3841611;51;51;3;5;1;3;0.900184;3000;2
3841631;47;;1;2;1;1;0.6896106;;1
3841661;79;;1;1;1;1;0.2157459;;0
3841671;60;;3;3;1;1;0.4565596;2000;1
3841761;25;37;2;3;1;2;0.3638534;250;2
3841771;52;;1;1;1;1;0.7944793;;0
3841801;42;33;1;3;1;5;0.5818518;;0
3841831;58;56;2;3;1;2;0.0135676;1800;3
3841861;36;;1;2;1;2;0.3648906;;1
3841871;88;83;1;3;1;2;0.1431949;1157;0
3841891;65;60;1;2;1;2;0.4828907;800;3
3841901;54;54;2;3;1;2;0.9779541;2500;4
3841911;58;56;3;5;1;4;0.9871476;3000;3
3841931;65;;3;6;1;6;0.8266946;6442;6
3841951;78;80;2;4;1;2;0.7545942;1697;4
3841961;55;64;3;5;1;4;0.9888733;3000;2
3841991;60;;1;1;1;1;0.2941448;;2
3842011;32;28;1;2;1;2;0.8223451;;2
3842021;24;24;2;2;1;2;0.8566659;;2
3842031;78;;2;2;1;1;0.8574663;2873;1
3842041;47;;2;3;1;4;0.2328531;;0
3842051;33;32;2;3;1;5;0.2626795;600;1
3842071;60;42;2;3;1;3;0.0689457;2476;8
3842091;22;;1;2;1;1;0.1976934;;0
3842101;30;;1;2;1;1;0.6930053;;1
3842111;37;36;4;5;1;3;0.990266;4000;5
3842121;77;;3;3;1;1;0.2869266;2000;1
